baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id	gene
129.97763518782773	-2.446765480042556	0.425079656559307	down	8.612201589228384e-9	8.551162274851381e-6	ENSG00000175084	DES
57.40048581031751	3.1136547070188105	0.6237290736434085	up	5.975766632863046e-7	1.5278685913571775e-4	ENSG00000118513	MYB
87.77407462948699	2.681374636471705	0.47344294580847374	up	1.4826044847971714e-8	1.0426888043595551e-5	ENSG00000007968	E2F2
539.8107635017747	2.3265665917213596	0.4176153521016458	up	2.5317180381544157e-8	1.4863997904008814e-5	ENSG00000176887	SOX11
87.71661739331317	-3.8364871016771174	0.6326456167500442	down	1.326152457600197e-9	2.1022168757878324e-6	ENSG00000187243	MAGED4B
48.95735308967426	-3.163350993277598	0.5919354538848076	down	9.08769424634089e-8	4.001614699805438e-5	ENSG00000155816	FMN2
79.93819670891949	-2.7849876122296173	0.3787016967477533	down	1.9230343736753187e-13	9.949839871259248e-10	ENSG00000188487	INSC
445.9554052483383	2.0384132211741695	0.2796820415797351	up	3.138354741123911e-13	9.949839871259248e-10	ENSG00000186193	SAPCD2
21.715724810458255	-3.5033069999952473	0.6939225426593423	down	4.451613707423595e-7	1.2736950585855348e-4	ENSG00000116701	NCF2
341.00739057550055	2.562413459678672	0.41165739984754707	up	4.827052958801038e-10	9.564805437864257e-7	ENSG00000101265	RASSF2
12.237956228918605	5.704552773930011	1.4660047026981964	up	9.97397744690284e-5	0.005988920094253933	ENSG00000248958	ZSWIM5P3
7.762042195296744	-4.681758887826543	0.9409181766741997	down	6.500074203548058e-7	1.635542480549902e-4	ENSG00000002745	WNT16
7.371446566540205	5.948828329894211	1.5963671375625221	up	1.9417337890851563e-4	0.009740621526765157	ENSG00000137726	FXYD6
8.837714929713819	-3.792661674976994	1.000022788699042	down	1.490930517229405e-4	0.008011603579362892	ENSG00000137473	TTC29
7.47262370934771	5.974374264057468	1.4821940224334467	up	5.5595851437587764e-5	0.0038824028061173617	ENSG00000255690	TRIL
7.432197808772801	5.962973478074481	1.5728059228706925	up	1.498629574937329e-4	0.008025768926319777	ENSG00000229676	ZNF492
5.78338136612706	5.598755445631409	1.3146912469745649	up	2.0570328255038654e-5	0.0018319148511172626	ENSG00000112559	MDFI
6.230015968894704	-4.706765258868486	1.1723155667918344	down	5.9463371528587805e-5	0.004062988644272301	ENSG00000162631	NTNG1
4.613759488272636	-4.208401400545747	1.2171719902758213	down	5.451636278087321e-4	0.019206288518481975	ENSG00000177675	CD163L1
