baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id	gene
140.6587326395543	2.101578391831135	0.2539059345186613	up	1.263215185714526e-16	9.718144099190161e-14	ENSG00000219607	PPP1R3G
68.09766986581768	-2.586918907183452	0.3438102475231023	down	5.301831302798649e-14	2.4252295891855984e-11	ENSG00000007968	E2F2
50.76885112921385	-2.049839000578518	0.28078446878519536	down	2.869129773708462e-13	9.910208453064432e-11	ENSG00000129173	E2F8
75.51211528693669	2.304636962021442	0.2839832520950122	up	4.841974221793584e-16	3.414600570994018e-13	ENSG00000130176	CNN1
1469.8829231254424	2.2023510053984383	0.21302115748857847	up	4.711317176454482e-25	2.657968107049737e-21	ENSG00000166165	CKB
112.0795404643199	-2.132223013063082	0.26860358278747615	down	2.0517299526113472e-15	1.1201783692886146e-12	ENSG00000179242	CDH4
21.410063020788037	-2.445027678745153	0.34009462200871643	down	6.514479866215232e-13	2.1203379179940925e-10	ENSG00000170500	LONRF2
348.893014949951	-2.1586925042592986	0.22504844322242923	down	8.629029038700745e-22	1.8255789560001263e-18	ENSG00000186193	SAPCD2
131.5687697287834	2.0109976077529317	0.23723788997374307	up	2.31644588996538e-17	2.3062262757449444e-14	ENSG00000158373	HIST1H2BD
544.0261503445315	2.2158575982575033	0.24136686739669694	up	4.2927481165171453e-20	8.072751319116965e-17	ENSG00000180573	HIST1H2AC
3.7068073092331213	-4.775715072944817	1.1156171175345209	down	1.8623667837832156e-5	3.342583013311869e-4	ENSG00000163362	INAVA
35.55763266584436	6.442410606255406	1.0300160751896372	up	3.983574236608574e-10	5.713728301237298e-8	ENSG00000002745	WNT16
5.302595669828007	-5.815738960729863	1.253850869752381	down	3.5128328993047723e-6	8.900403715678633e-5	ENSG00000137726	FXYD6
4.14777530226791	-5.46161577801984	0.9971420500397973	down	4.3193901067485306e-8	2.4697864039432055e-6	ENSG00000112559	MDFI
7.435575706914299	6.40614491844364	1.102681021395962	up	6.261914065730923e-9	5.299144778124794e-7	ENSG00000125726	CD70
18.870701338259256	5.8672270043358195	0.89526571251028	up	5.6160561456281166e-11	1.0445247281841304e-8	ENSG00000162631	NTNG1
8.653463986714081	-5.530703133452254	1.0459394469412528	down	1.2380623435759914e-7	5.7686402069023676e-6	ENSG00000155966	AFF2
4.128180011893028	-4.952073413064184	1.0251192131237898	down	1.3603385353974078e-6	4.155907890180709e-5	ENSG00000182175	RGMA
36.74391031571576	5.6760493538830605	1.1510877711907996	up	8.179679796843005e-7	2.768821611231357e-5	ENSG00000124107	SLPI
31.722691034983118	23.494226594275627	3.0041077690798472	up	5.253026541326401e-15	2.7783585691234168e-12	ENSG00000223812	AC073365.1
