AD_T5_1	AD_T5_2	AD_T5_3	AD_T8_1	AD_T8_2	AD_T8_3	gene_id	gene
0	0	0	10	11	5	ENSG00000213417	KRTAP2-4
69	65	62	11	15	16	ENSG00000108381	ASPA
39	40	60	11	11	2	ENSG00000152078	TMEM56
4	0	4	34	15	12	ENSG00000232679	LINC01705
11	13	14	0	0	1	ENSG00000125531	FNDC11
9	15	18	1	1	3	ENSG00000106560	GIMAP2
0	0	0	12	7	6	ENSG00000147234	FRMPD3
85	83	117	3	11	7	ENSG00000175567	UCP2
358	271	655	22	174	61	ENSG00000112655	PTK7
6	7	7	42	34	31	ENSG00000113494	PRLR
0	0	0	26	7	3	ENSG00000251416	AC103879.1
25	5	17	61	184	124	ENSG00000091129	NRCAM
4	8	4	22	40	36	ENSG00000279148	AC126474.1
1	2	0	12	13	9	ENSG00000251248	AC139720.2
14116	6716	9433	57623	56365	57489	ENSG00000115461	IGFBP5
0	0	0	5	13	2	ENSG00000171094	ALK
9	13	6	1	0	0	ENSG00000164188	RANBP3L
1	0	0	37	39	18	ENSG00000250038	AC109588.1
15	1	3	74	143	45	ENSG00000149968	MMP3
38	12	31	8	1	0	ENSG00000176194	CIDEA
105	83	132	21	36	5	ENSG00000119630	PGF
136	179	151	1501	875	1155	ENSG00000169862	CTNND2
6	5	10	1	0	0	ENSG00000257913	DDN-AS1
421	266	364	1226	2855	1387	ENSG00000134363	FST
102	77	58	10	23	17	ENSG00000081181	ARG2
279	213	182	39	48	49	ENSG00000102935	ZNF423
2	2	1	22	23	49	ENSG00000106483	SFRP4
149	370	169	419	2256	3139	ENSG00000149591	TAGLN
0	0	0	8	7	6	ENSG00000188729	OSTN
14	29	10	3	4	3	ENSG00000114541	FRMD4B
18	20	55	42	253	157	ENSG00000105088	OLFM2
36	43	59	245	184	182	ENSG00000002745	WNT16
25	14	22	3	7	3	ENSG00000273253	AL022328.4
8	16	8	0	0	0	ENSG00000104081	BMF
23	41	33	6	7	9	ENSG00000049089	COL9A2
2	1	0	12	10	11	ENSG00000250129	AC116424.1
0	1	2	8	12	17	ENSG00000198203	SULT1C2
23	26	5	4	2	2	ENSG00000271579	AC078880.3
4764	1338	695	21499	13323	11543	ENSG00000116690	PRG4
42	69	27	202	487	881	ENSG00000125730	C3
14	20	18	1	0	3	ENSG00000261572	AC097639.1
10	24	20	91	84	45	ENSG00000176165	FOXG1
0	0	1	9	2	13	ENSG00000231971	AL078590.2
10	11	2	0	0	0	ENSG00000173930	SLCO4C1
39	46	56	2	6	2	ENSG00000137265	IRF4
3	12	5	89	72	97	ENSG00000233308	OSTN-AS1
16	16	21	2	1	3	ENSG00000271857	AL096865.1
17	12	10	1	1	3	ENSG00000144214	LYG1
2	2	0	23	8	19	ENSG00000171509	RXFP1
86	75	63	7	14	8	ENSG00000213626	LBH
0	6	15	0	0	0	ENSG00000235558	AC146949.1
45	33	35	6	5	5	ENSG00000183196	CHST6
0	0	0	11	2	5	ENSG00000253628	AC110011.1
11	59	17	117	113	185	ENSG00000189056	RELN
37	56	29	8	1	2	ENSG00000197405	C5AR1
18	16	9	1	0	3	ENSG00000229980	TOB1-AS1
45	27	16	138	94	98	ENSG00000172399	MYOZ2
270	202	286	25	25	19	ENSG00000092068	SLC7A8
1	1	0	7	11	11	ENSG00000117600	PLPPR4
630	612	412	11	24	36	ENSG00000169174	PCSK9
0	4	0	20	10	29	ENSG00000133800	LYVE1
161	137	360	5	34	19	ENSG00000100842	EFS
7	11	5	28	47	75	ENSG00000246430	LINC00968
218	180	71	26	3	24	ENSG00000283787	AC051649.2
10	17	8	63	60	49	ENSG00000115009	CCL20
42	38	22	3	5	4	ENSG00000198719	DLL1
17	63	12	140	185	193	ENSG00000169116	PARM1
0	3	4	7	23	14	ENSG00000185860	CCDC190
22	17	11	3	3	5	ENSG00000118094	TREH
52	61	55	21	5	6	ENSG00000204314	PRRT1
28	80	54	4	15	5	ENSG00000151651	ADAM8
90	99	99	13	30	23	ENSG00000159761	C16orf86
116	228	225	34	28	34	ENSG00000160447	PKN3
12	7	21	1	3	1	ENSG00000136383	ALPK3
8	9	5	0	0	0	ENSG00000010030	ETV7
20	40	18	1	1	2	ENSG00000177679	SRRM3
44	142	86	287	547	377	ENSG00000169429	CXCL8
25	58	20	0	1	0	ENSG00000255690	TRIL
13	17	12	0	2	1	ENSG00000129521	EGLN3
31	29	31	86	99	171	ENSG00000008517	IL32
71	58	97	7	8	14	ENSG00000250041	AC069360.1
587	547	748	146	100	128	ENSG00000138771	SHROOM3
7	3	4	12	27	22	ENSG00000118407	FILIP1
139	115	94	4	23	19	ENSG00000139946	PELI2
24	24	26	2	4	0	ENSG00000111087	GLI1
5	4	6	23	14	35	ENSG00000237870	AC073130.1
21	9	26	2	0	2	ENSG00000125931	CITED1
1	2	2	29	13	54	ENSG00000182261	NLRP10
12	5	18	1	0	2	ENSG00000224152	AC009506.1
26	22	19	127	61	76	ENSG00000163376	KBTBD8
0	0	0	11	12	23	ENSG00000046889	PREX2
75	164	153	35	6	24	ENSG00000164935	DCSTAMP
8	5	2	25	68	37	ENSG00000137033	IL33
0	2	1	16	7	7	ENSG00000169442	CD52
16	3	14	0	1	2	ENSG00000137875	BCL2L10
5	1	1	14	8	18	ENSG00000158050	DUSP2
19	48	35	67	162	162	ENSG00000072133	RPS6KA6
5	1	4	83	48	102	ENSG00000187094	CCK
1	0	1	33	29	23	ENSG00000226935	LINC00161
26	23	33	9	4	2	ENSG00000250510	GPR162
429	342	344	47	32	31	ENSG00000149809	TM7SF2
20	51	28	0	0	1	ENSG00000133055	MYBPH
77	9	43	12	8	2	ENSG00000142494	SLC47A1
44	24	57	2	7	4	ENSG00000121898	CPXM2
897	1604	1020	45	27	71	ENSG00000183134	PTGDR2
18	53	30	3	10	7	ENSG00000144712	CAND2
72	22	97	6	7	0	ENSG00000171724	VAT1L
0	0	0	9	7	5	ENSG00000250072	SH3TC2-DT
102	145	91	17	24	33	ENSG00000099284	H2AFY2
4	4	5	24	53	38	ENSG00000142661	MYOM3
9	6	6	0	1	0	ENSG00000278272	HIST1H3C
13	21	6	0	0	0	ENSG00000163083	INHBB
2	8	2	12	29	16	ENSG00000186472	PCLO
2	12	9	37	22	32	ENSG00000268873	AC022601.1
0	11	10	37	62	49	ENSG00000116833	NR5A2
20	14	22	7	4	2	ENSG00000273002	AL355388.2
22	16	25	6	3	1	ENSG00000138400	MDH1B
8	5	7	0	0	0	ENSG00000271815	AC008897.3
65	39	34	250	275	95	ENSG00000250657	AC097451.1
15	6	5	221	49	66	ENSG00000232855	AF165147.1
120	73	95	17	22	18	ENSG00000122547	EEPD1
84	78	100	11	6	3	ENSG00000165821	SALL2
35	35	47	5	5	2	ENSG00000183496	MEX3B
5	4	10	20	38	18	ENSG00000225968	ELFN1
282	376	363	37	60	66	ENSG00000178573	MAF
2210	1915	1888	8924	11676	7509	ENSG00000154734	ADAMTS1
16	7	10	1	1	0	ENSG00000178498	DTX3
39	23	38	280	222	129	ENSG00000125848	FLRT3
62	10	26	181	99	105	ENSG00000134343	ANO3
24	11	7	0	0	0	ENSG00000082497	SERTAD4
43	26	34	10	5	2	ENSG00000133937	GSC
14	21	4	54	70	72	ENSG00000163491	NEK10
1	0	0	7	11	10	ENSG00000182389	CACNB4
89	30	59	314	351	138	ENSG00000125845	BMP2
0	1	0	7	6	8	ENSG00000172137	CALB2
10	7	1	45	21	62	ENSG00000180535	BHLHA15
31	33	45	11	1	7	ENSG00000100918	REC8
0	0	0	10	4	16	ENSG00000157542	KCNJ6
7	24	25	42	79	123	ENSG00000169760	NLGN1
15	16	21	3	4	5	ENSG00000273137	AL022328.2
69	49	5	11	2	12	ENSG00000185924	RTN4RL1
2	3	0	28	45	33	ENSG00000259721	AC090877.2
497	1279	1008	99	220	179	ENSG00000134243	SORT1
37	19	24	2	3	0	ENSG00000142149	HUNK
4	1	4	23	14	7	ENSG00000258791	LINC00520
21	14	17	3	6	2	ENSG00000085741	WNT11
8	5	8	5	71	37	ENSG00000049540	ELN
61	65	48	6	10	16	ENSG00000220785	MTMR9LP
2	0	12	29	67	23	ENSG00000110203	FOLR3
4	12	8	91	62	8	ENSG00000164736	SOX17
8	4	12	100	72	37	ENSG00000170396	ZNF804A
33	99	31	52	646	426	ENSG00000112936	C7
14	12	32	348	868	303	ENSG00000197632	SERPINB2
0	3	0	13	22	29	ENSG00000117594	HSD11B1
159	253	107	29	5	23	ENSG00000101638	ST8SIA5
8	14	7	52	39	33	ENSG00000226380	AC016831.1
7	5	11	45	23	34	ENSG00000083454	P2RX5
5	16	8	1	0	0	ENSG00000171227	TMEM37
3	25	99	0	2	4	ENSG00000149599	DUSP15
7	3	1	19	30	25	ENSG00000153233	PTPRR
10	8	6	59	28	30	ENSG00000155011	DKK2
12	8	13	67	63	20	ENSG00000019582	CD74
33	22	12	2	3	1	ENSG00000278817	AC007325.4
12	73	41	82	255	414	ENSG00000113389	NPR3
123	151	120	16	35	24	ENSG00000170271	FAXDC2
8	10	11	0	0	1	ENSG00000224046	AC005076.1
8	1	12	44	85	44	ENSG00000064886	CHI3L2
2976	9784	4139	491	291	1007	ENSG00000127954	STEAP4
1	0	1	6	25	13	ENSG00000255364	SMILR
0	0	0	16	8	7	ENSG00000186847	KRT14
31	19	32	11	6	2	ENSG00000234546	LINC01759
47	46	46	11	8	7	ENSG00000070759	TESK2
7	0	3	50	202	158	ENSG00000257335	MGAM
10	3	2	43	10	46	ENSG00000163995	ABLIM2
10	3	9	41	32	17	ENSG00000104237	RP1
0	5	0	28	30	56	ENSG00000248869	LINC02511
402	351	334	28	36	28	ENSG00000167676	PLIN4
0	1	0	8	5	22	ENSG00000226835	AC097059.1
423	365	509	64	118	75	ENSG00000105327	BBC3
44	37	56	9	16	5	ENSG00000176912	TYMSOS
82	105	99	17	32	16	ENSG00000069424	KCNAB2
44	118	97	7	27	23	ENSG00000159784	FAM131B
3	11	6	23	45	34	ENSG00000152910	CNTNAP4
2	2	2	16	21	13	ENSG00000250198	LINC02199
17	5	17	0	0	0	ENSG00000172346	CSDC2
52	92	22	18	7	13	ENSG00000256654	AC005906.2
110	67	107	824	646	384	ENSG00000109321	AREG
0	0	0	14	2	2	ENSG00000157766	ACAN
91	88	89	16	15	19	ENSG00000140057	AK7
102	19	59	1028	739	539	ENSG00000106484	MEST
118	178	119	23	30	24	ENSG00000197093	GAL3ST4
111	94	134	21	21	22	ENSG00000165879	FRAT1
22	19	16	5	1	6	ENSG00000260007	AC107871.1
1	2	1	26	5	9	ENSG00000215915	ATAD3C
65	75	60	4	17	14	ENSG00000204851	PNMA8B
4	2	1	13	35	26	ENSG00000163273	NPPC
3	9	14	0	1	0	ENSG00000232022	FAAHP1
54	69	40	1094	1587	2520	ENSG00000115602	IL1RL1
18	21	23	3	8	1	ENSG00000270419	CAHM
25	22	13	2	6	5	ENSG00000112182	BACH2
381	387	458	61	81	120	ENSG00000182511	FES
58	122	93	5	6	15	ENSG00000170214	ADRA1B
2	0	2	38	13	19	ENSG00000106278	PTPRZ1
86	97	96	22	18	19	ENSG00000235863	B3GALT4
0	1	0	8	8	6	ENSG00000006128	TAC1
10	10	3	49	22	94	ENSG00000213514	AL731556.1
11	8	23	2	1	1	ENSG00000105376	ICAM5
10	36	45	0	13	6	ENSG00000149633	KIAA1755
76	72	99	5	8	10	ENSG00000136274	NACAD
45	16	18	11	0	1	ENSG00000141655	TNFRSF11A
20	13	12	3	3	2	ENSG00000224945	AL353150.1
66	15	28	305	203	296	ENSG00000152402	GUCY1A2
2	3	5	20	13	17	ENSG00000134548	SPX
12	11	9	394	219	328	ENSG00000128510	CPA4
14	21	18	1	2	1	ENSG00000100473	COCH
15	42	23	164	274	455	ENSG00000175899	A2M
201	107	125	22	17	24	ENSG00000110799	VWF
49	74	76	183	307	295	ENSG00000122641	INHBA
17	26	24	2	5	6	ENSG00000186564	FOXD2
96	79	86	29	7	12	ENSG00000117676	RPS6KA1
3	0	2	10	21	18	ENSG00000246228	CASC8
8	6	6	28	44	38	ENSG00000234155	LINC02535
129	107	193	21	50	29	ENSG00000103522	IL21R
5	1	1	17	10	13	ENSG00000176927	EFCAB5
28	38	21	3	3	3	ENSG00000234779	BNC2-AS1
11	11	4	59	21	42	ENSG00000152463	OLAH
82	243	26	3	10	9	ENSG00000196616	ADH1B
3	1	0	10	19	10	ENSG00000279484	KLHL30-AS1
371	493	518	53	76	83	ENSG00000205978	NYNRIN
117	42	63	14	20	11	ENSG00000139266	MARCH9
1	1	1	17	19	7	ENSG00000112379	ARFGEF3
12	13	3	0	0	0	ENSG00000231274	SBK3
0	3	8	53	12	8	ENSG00000169252	ADRB2
0	4	2	3	19	18	ENSG00000181634	TNFSF15
24	10	19	0	3	1	ENSG00000277287	AL109976.1
302	452	213	775	725	3421	ENSG00000095383	TBC1D2
45	49	60	6	10	16	ENSG00000226549	SCDP1
2	2	24	54	185	58	ENSG00000151892	GFRA1
299	199	227	652	1487	1199	ENSG00000197614	MFAP5
0	2	2	17	40	29	ENSG00000100867	DHRS2
2	12	6	37	44	108	ENSG00000148677	ANKRD1
14	18	9	0	3	2	ENSG00000115257	PCSK4
1	1	1	19	29	18	ENSG00000171658	NMRAL2P
162	71	86	24	20	17	ENSG00000164379	FOXQ1
65	47	85	0	7	2	ENSG00000128602	SMO
3	16	5	0	0	1	ENSG00000167191	GPRC5B
5	6	14	1	0	0	ENSG00000102230	PCYT1B
45	25	29	1	6	15	ENSG00000065717	TLE2
1064	1413	1066	2344	6173	6247	ENSG00000113083	LOX
38	11	22	3	3	2	ENSG00000076706	MCAM
0	1	0	11	3	8	ENSG00000196408	NOXO1
10	13	6	1	1	1	ENSG00000103710	RASL12
15	37	20	233	289	336	ENSG00000138347	MYPN
56	29	49	649	573	498	ENSG00000153162	BMP6
223	306	302	919	1498	988	ENSG00000170961	HAS2
1115	1204	498	177	145	328	ENSG00000149212	SESN3
3	19	12	31	109	127	ENSG00000198796	ALPK2
9	2	10	61	33	74	ENSG00000179869	ABCA13
1	1	0	5	12	14	ENSG00000280143	AP000892.3
317	471	374	1273	1781	1723	ENSG00000107984	DKK1
13	50	53	0	8	7	ENSG00000162496	DHRS3
39	32	25	161	162	74	ENSG00000177283	FZD8
7	5	6	36	30	42	ENSG00000140459	CYP11A1
4	1	5	33	73	44	ENSG00000260454	AL355607.2
