baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id	gene
359.2259168626213	-4.278855999541731	0.328826982585749	down	1.0390803388843386e-38	1.5077055717211752e-35	ENSG00000204291	COL15A1
259.63966416655524	-3.7014845767229407	0.28124451120764493	down	1.4694871848683044e-39	2.3454484957683004e-36	ENSG00000106976	DNM1
295.45072757008467	4.265566627369789	0.256332853943745	up	3.5326608344509202e-62	2.8192399789335567e-58	ENSG00000008517	IL32
441.0261217249231	5.525512981879701	0.33400587009217464	up	1.7935781073834803e-61	9.542433390649243e-58	ENSG00000197632	SERPINB2
806.6081051568825	4.906005689858292	0.33541251152740276	up	1.8954231901398858e-48	6.050569907564543e-45	ENSG00000115602	IL1RL1
458.85688363853035	-4.022187293904406	0.29007878119914854	down	1.0201818675780299e-43	2.0353903485516168e-40	ENSG00000159164	SV2A
1630.4653426916889	-2.2298339170111183	0.17638882814605353	down	1.2452226529180605e-36	1.6562498969354302e-33	ENSG00000185432	METTL7A
1749.9072132260794	5.130449579894864	0.317247808210395	up	7.98099116351795e-59	3.18461499902275e-55	ENSG00000166923	GREM1
1637.9484957176837	-2.84988859404154	0.1977100471040134	down	4.1955438060884113e-47	1.1160845781496188e-43	ENSG00000108840	HDAC5
550.0229921913268	4.267932446499778	0.24930315711451903	up	1.0627823845460834e-65	1.696306963974004e-61	ENSG00000128342	LIF
22.507920563524042	7.988647567630591	1.2961845532074519	up	7.128835480947356e-10	3.468494253850556e-8	ENSG00000213417	KRTAP2-4
11.108423568027037	-6.884271005311031	1.3967289948312185	down	8.271404791614689e-7	1.8060176727628188e-5	ENSG00000182168	UNC5C
14.52669320437811	7.3618164872281975	1.4156273658153509	up	1.988692093133783e-7	5.070529472605162e-6	ENSG00000215853	RPTN
15.824534057190514	-7.3957903154545415	1.3525713870595149	down	4.552748143887425e-8	1.3736562027332174e-6	ENSG00000133055	MYBPH
31.32130048395564	-6.527140922898366	1.1809893005478855	down	3.260468847159609e-8	1.0144316426805948e-6	ENSG00000171724	VAT1L
13.162725601368313	7.213828490542807	1.3850414012449686	up	1.9049162784896946e-7	4.882839530685007e-6	ENSG00000186847	KRT14
19.621497929987147	7.796939870107608	1.4083013338002703	up	3.087265100700298e-8	9.7191002509423e-7	ENSG00000211895	IGHA1
55.651568685593425	-7.396410387006863	1.580922086127366	down	2.8892198672276206e-6	5.2702672343794345e-5	ENSG00000196616	ADH1B
10.33017829503164	6.8694044314662674	1.4295943776593443	up	1.5464147063088309e-6	3.0969040310408096e-5	ENSG00000181449	SOX2
10.21701428436802	-6.764872910650758	1.4040709017885078	down	1.44973685006012e-6	2.921622457551714e-5	ENSG00000257038	AP002761.3
