baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id	gene
370.79536710273516	-3.749193020563305	0.28922525203079763	down	1.9863978639082258e-38	3.8623520065831547e-35	ENSG00000204291	COL15A1
163.00746388764804	-2.3241173770654964	0.22662786254452452	down	1.121265966491364e-24	7.0328695007929295e-22	ENSG00000213347	MXD3
103.24224842862473	-2.5335310620137794	0.242774403948177	down	1.702780446825566e-25	1.2262541854843076e-22	ENSG00000160447	PKN3
255.52972803411643	4.128248395026357	0.2193093202416243	up	4.8144004344932654e-79	4.680560102414352e-75	ENSG00000008517	IL32
1516.4880234173097	-2.3598650292643133	0.24719751123915082	down	1.3418345668427661e-21	5.929688935838806e-19	ENSG00000111206	FOXM1
128.2121404495685	5.164595016756518	0.3116753590578222	up	1.1400580163178226e-61	7.38909602309458e-58	ENSG00000152463	OLAH
65.90853781361686	-2.571407753898838	0.2723494697366272	down	3.67219953517881e-21	1.457188729837077e-18	ENSG00000144152	FBLN7
177.3320435043322	6.172303764149928	0.38125477696090015	up	5.986476885651776e-59	2.3280211312922628e-55	ENSG00000212724	KRTAP2-3
596.3276482710063	4.806414247395616	0.2524661527194861	up	8.285043509283552e-81	1.610943859945094e-76	ENSG00000128342	LIF
1125.4112753041918	3.824194371146877	0.23122586091471203	up	1.928792550951279e-61	9.375860590174167e-58	ENSG00000124882	EREG
24.554796106079266	7.127609503816539	0.8802163452317102	up	5.60699196130282e-16	9.563364183822108e-14	ENSG00000213417	KRTAP2-4
9.633328084514044	6.753160386080759	1.0493384385603524	up	1.229572583042326e-10	7.011087772631961e-9	ENSG00000215853	RPTN
17.77380609118994	-6.130679059053772	1.1153417754450308	down	3.870036620797237e-8	1.2195946848424875e-6	ENSG00000171724	VAT1L
7.5262621951145166	6.393225453477414	0.9716432286144759	up	4.710575738005179e-11	2.959472436166401e-9	ENSG00000153294	ADGRF4
8.664938082234801	6.59785140812728	1.1737340588326193	up	1.8958178726511376e-8	6.399701860386931e-7	ENSG00000157542	KCNJ6
9.560124822508948	-5.696857124844137	0.9730545688882005	down	4.781244139521282e-9	1.8519225308536215e-7	ENSG00000142149	HUNK
13.575864037142173	7.249089317638464	1.0443374492636317	up	3.884295407084466e-12	3.187544038856693e-10	ENSG00000211895	IGHA1
37.248745754917486	-5.313535893504247	0.7169069435573029	down	1.2464243982465208e-13	1.3770156817900768e-11	ENSG00000196616	ADH1B
45.9301809546073	-5.383666738391742	0.6375648169763751	down	3.0637351652768977e-17	6.017299651883233e-15	ENSG00000169418	NPR1
4.245353196745336	-5.008677405852542	1.1455658591332591	down	1.229838683093939e-5	1.8020334102546005e-4	ENSG00000108947	EFNB3
