baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id	gene
34.75209367507458	2.4702993849665935	0.4131814137928092	up	2.2488636727811517e-9	8.284103603050147e-7	ENSG00000213417	KRTAP2-4
218.94167202511343	-3.4662019908220625	0.5546479779386173	down	4.1210418504357353e-10	1.989184269737911e-7	ENSG00000204291	COL15A1
156.56675628893916	-2.369300000843842	0.37279893422664667	down	2.0783542220191374e-10	1.0775111999934773e-7	ENSG00000106976	DNM1
355.3140760287787	2.009735336161461	0.24912109547143035	up	7.186809361591041e-16	2.0120191488710278e-12	ENSG00000008517	IL32
133.5506775858139	-2.0712815577274384	0.319892779148192	down	9.485943042913124e-11	5.532676279779079e-8	ENSG00000180875	GREM2
176.71474131648145	2.5931046427333024	0.269869937438017	up	7.3456490206306385e-22	1.0282439499078768e-17	ENSG00000152463	OLAH
33.99151495094266	2.631313653633327	0.4489286706209553	up	4.5920787415062706e-9	1.4948818191535994e-6	ENSG00000127585	FBXL16
43.238985012866884	-2.384398278910875	0.32905564153415556	down	4.286723344249036e-13	5.0004627810665e-10	ENSG00000162981	FAM84A
213.3374929348241	2.305216561258856	0.3357404147177933	up	6.599556499334448e-12	5.773786992355225e-9	ENSG00000090339	ICAM1
57.297779967656474	-2.5448915950285826	0.4197635226218184	down	1.3387248287169173e-9	5.511608868346884e-7	ENSG00000206190	ATP10A
12.989627822577543	-2.958273906458576	0.8351591358910171	down	3.9685274372317116e-4	0.011723388447222162	ENSG00000106483	SFRP4
17.680391907843347	3.6863792323514883	0.8326792405627905	up	9.549519116521528e-6	8.200869238838549e-4	ENSG00000198028	ZNF560
139.82057548136262	4.348930168888128	1.460598371534161	up	0.0029061060670058335	0.04146755629556336	ENSG00000115457	IGFBP2
17.89273173925811	6.230929261529493	1.3669088011942663	up	5.154261002879794e-6	5.235198789786675e-4	ENSG00000211895	IGHA1
16.762603068616592	2.8311258448224135	0.9353511669579625	up	0.002471531175128605	0.037851743314496956	ENSG00000197977	ELOVL2
11.015877704999227	-2.8291479402818163	0.5735043661721934	down	8.093935279574889e-7	1.302286276361946e-4	ENSG00000123360	PDE1B
22.27931433053665	3.113035448185869	0.8037310660057672	up	1.0740228698798486e-4	0.004803249882612818	ENSG00000118785	SPP1
160.72598354589502	-2.809240742164731	0.6135630822366892	down	4.68168337646506e-6	4.844225538671279e-4	ENSG00000129009	ISLR
