baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id	gene
6664.953559507005	2.492020839614803	0.1251791535745199	up	3.4942885443365496e-88	3.058201334003348e-84	ENSG00000183160	TMEM119
2174.2030937473996	-3.1861422771961965	0.16266523131560265	down	1.991684751356088e-85	8.715612471934241e-82	ENSG00000197766	CFD
18653.40454880448	2.3296383851630353	0.1261524167029403	up	3.816831244356049e-76	1.1134969016868049e-72	ENSG00000134824	FADS2
829.4931403887746	-4.925488374086795	0.2309496439184985	down	6.361949890706607e-101	1.1135957088692845e-96	ENSG00000115602	IL1RL1
2618.880501125878	-2.798614913809744	0.1816855538956752	down	1.5476187667650607e-53	9.67482817623415e-51	ENSG00000130203	APOE
37663.33760675302	2.3589031570952335	0.13143866773581467	up	5.08386554147057e-72	1.112349780473761e-68	ENSG00000099194	SCD
2191.7908903316106	-2.461991241733626	0.13689573009016037	down	2.5804314921771474e-72	6.452553262724113e-69	ENSG00000159403	C1R
1511.4834843791655	-3.344881016542367	0.20822850831945275	down	4.597698911472179e-58	3.4990487715830014e-55	ENSG00000170961	HAS2
3818.598087368411	2.403901933376802	0.1223586415905074	up	6.211036780770767e-86	3.623932927020383e-82	ENSG00000172893	DHCR7
919.5961773549578	3.5913896770855245	0.18393910572800248	up	6.747018603884476e-85	2.3619962728478775e-81	ENSG00000168209	DDIT4
4.774141939522428	-5.72997888391538	1.6608265974162373	down	5.604276305630654e-4	0.0024579617252257317	ENSG00000147234	FRMPD3
9.076987683742077	-5.671429769939306	1.436242627910375	down	7.854510786950613e-5	4.283032922578927e-4	ENSG00000250038	AC109588.1
4.086509477132751	-5.50570292829736	1.7178763181031733	down	0.0013508724981610531	0.005361830432610221	ENSG00000156395	SORCS3
13.332847716298605	-5.31673125147462	1.217857851535386	down	1.267499924386534e-5	8.220199583720596e-5	ENSG00000226935	LINC00161
16.049768689113122	7.4409519933110495	1.3437315671661358	up	3.0676959946915556e-8	3.2211728069034785e-7	ENSG00000133055	MYBPH
26.37673579888408	7.185560332143205	1.2861810540074996	up	2.3137048825536253e-8	2.4800422697010813e-7	ENSG00000072952	MRVI1
24.576646558777703	7.084806562563374	1.283239861399214	up	3.3701704564592535e-8	3.503056037402778e-7	ENSG00000111913	RIPOR2
8.716680705041723	6.560640954712073	1.546438437420377	up	2.211226307896603e-5	1.3566528318759952e-4	ENSG00000129467	ADCY4
21.15607909264746	6.866066198761111	1.2960159949157974	up	1.1719006959388638e-7	1.0969491861879076e-6	ENSG00000279080	AL022322.2
59.335951716531525	-5.295250586247023	0.6826601513464464	down	8.710684098571747e-15	2.4240352060635906e-13	ENSG00000111341	MGP
