AD_T3_1	AD_T3_2	AD_T3_3	AD_T8_1	AD_T8_2	AD_T8_3	gene_id	gene
0	2	0	10	11	5	ENSG00000213417	KRTAP2-4
0	0	3	15	9	22	ENSG00000041353	RAB27B
0	2	0	10	15	19	ENSG00000164035	EMCN
6	3	3	34	15	12	ENSG00000232679	LINC01705
168	77	110	744	490	468	ENSG00000119714	GPR68
1409	346	1207	14663	2501	2647	ENSG00000196611	MMP1
11	6	1	66	19	41	ENSG00000130475	FCHO1
1075	963	1204	241	278	166	ENSG00000093009	CDC45
2	7	4	16	26	23	ENSG00000165272	AQP3
4	0	1	46	5	12	ENSG00000120875	DUSP4
1275	1486	1646	321	441	286	ENSG00000105486	LIG1
772	989	933	137	155	98	ENSG00000135451	TROAP
15	8	5	0	0	0	ENSG00000171004	HS6ST2
753	1024	790	146	167	115	ENSG00000117650	NEK2
3	6	0	13	24	34	ENSG00000244459	AC147067.1
1238	1495	1301	341	316	276	ENSG00000101003	GINS1
46	51	56	6	6	8	ENSG00000231007	CDC20P1
1737	2008	1962	424	370	239	ENSG00000157456	CCNB2
6	8	1	22	25	14	ENSG00000234648	AL162151.2
5	1	2	103	16	25	ENSG00000115919	KYNU
6	3	3	17	27	22	ENSG00000183549	ACSM5
194	467	234	1501	875	1155	ENSG00000169862	CTNND2
1569	1641	2066	456	543	293	ENSG00000127564	PKMYT1
1239	1518	1543	257	391	263	ENSG00000123080	CDKN2C
2	9	6	33	14	44	ENSG00000227619	AL391056.1
84	150	124	762	788	771	ENSG00000128606	LRRC17
3	0	0	22	23	49	ENSG00000106483	SFRP4
2	0	0	28	5	3	ENSG00000203837	PNLIPRP3
6	10	8	32	148	47	ENSG00000161681	SHANK1
15	15	25	245	184	182	ENSG00000002745	WNT16
2159	2334	2028	431	510	329	ENSG00000090889	KIF4A
20	5	26	191	200	96	ENSG00000173641	HSPB7
9	6	5	112	23	38	ENSG00000100739	BDKRB1
17	1	13	1	1	0	ENSG00000273983	HIST1H3G
5	1	2	58	6	16	ENSG00000227744	LINC01940
1551	2221	1920	350	378	325	ENSG00000101447	FAM83D
23	7	12	4	2	2	ENSG00000271579	AC078880.3
16	12	21	5	1	2	ENSG00000227963	RBM15-AS1
1239	1559	1281	291	292	223	ENSG00000080986	NDC80
1	0	0	9	6	15	ENSG00000176933	TOB2P1
0	1	0	9	2	13	ENSG00000231971	AL078590.2
2	0	2	89	72	97	ENSG00000233308	OSTN-AS1
11	10	21	2	1	3	ENSG00000271857	AL096865.1
3	1	0	17	27	13	ENSG00000205795	CYS1
23	12	19	4	0	2	ENSG00000188582	PAQR9
7	6	3	12	39	28	ENSG00000166046	TCP11L2
1	6	2	23	8	19	ENSG00000171509	RXFP1
13	13	17	83	58	67	ENSG00000163536	SERPINI1
707	1022	806	159	210	174	ENSG00000144554	FANCD2
4	3	5	19	20	17	ENSG00000230084	AC006059.1
0	1	2	12	14	9	ENSG00000184060	ADAP2
3695	4403	4494	806	944	645	ENSG00000167900	TK1
1784	2023	2278	442	492	317	ENSG00000167513	CDT1
7236	8551	8784	1363	1565	1211	ENSG00000134057	CCNB1
33	57	204	5	9	7	ENSG00000164283	ESM1
17	12	11	138	94	98	ENSG00000172399	MYOZ2
2364	3107	3178	559	683	508	ENSG00000237649	KIFC1
0	2	1	7	11	11	ENSG00000117600	PLPPR4
1	2	2	17	13	5	ENSG00000115339	GALNT3
7	0	2	31	16	14	ENSG00000142611	PRDM16
16	9	11	62	62	35	ENSG00000177335	C8orf31
2	2	0	20	10	29	ENSG00000133800	LYVE1
334	675	424	67	63	81	ENSG00000179750	APOBEC3B
78	46	124	5	34	19	ENSG00000100842	EFS
