baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id	gene
276.0683858272741	-4.451908558073562	0.29809576113211295	down	1.9656835023655097e-50	2.9906980995990156e-47	ENSG00000169174	PCSK9
587.4716813570813	-4.52978593182507	0.2795861956334922	down	4.901139407319145e-59	2.7341823040297737e-55	ENSG00000183134	PTGDR2
5749.702861910823	2.31375936205773	0.1615850801172227	up	1.6616707104741568e-46	2.081997602716041e-43	ENSG00000154734	ADAMTS1
189.6598299007754	-3.472975722890092	0.2508048315387804	down	1.3204043760808777e-43	1.2998992728287982e-40	ENSG00000167676	PLIN4
909.1683734203098	5.083699811594292	0.2681250504200888	up	3.638813170155376e-80	6.089917721572038e-76	ENSG00000115602	IL1RL1
315.1297087430488	3.7720493358448515	0.244162022415462	up	7.667046144140645e-54	1.8330812038333976e-50	ENSG00000153162	BMP6
1615.5903273906192	-2.302036295138354	0.14571511660147102	down	3.2013647481301065e-56	1.3394510106176367e-52	ENSG00000185432	METTL7A
1715.7256714383368	-2.3582885826668236	0.15526431428082857	down	4.19118996294778e-52	7.793750579988228e-49	ENSG00000108840	HDAC5
273.410348492198	4.117821002478457	0.2671924278172265	up	1.3711449808003174e-53	2.868435299834264e-50	ENSG00000139364	TMEM132B
936.363815293786	3.7479302633997507	0.225740940596879	up	6.652142003740226e-62	5.566512428729821e-58	ENSG00000124882	EREG
1593.808178453235	2.005587269214886	0.14009535226433234	up	1.7416327938590211e-46	2.081997602716041e-43	ENSG00000171451	DSEL
6.219563574773264	6.134619827164915	1.6214938527129759	up	1.547541986885556e-4	0.0012572651792483818	ENSG00000251416	AC103879.1
16.205792771358205	6.541791912210596	1.3318260440067653	up	9.019958636875955e-7	1.4902075789413227e-5	ENSG00000250038	AC109588.1
16.565970558856137	-6.484869685065796	1.3441280029960652	down	1.4028990153324431e-6	2.1829738410090235e-5	ENSG00000255690	TRIL
7.820331260583008	6.467182964457142	1.4658397936279588	up	1.0245310944622416e-5	1.2134856614946974e-4	ENSG00000046889	PREX2
15.995544327015553	-6.433159731270022	1.3386638698432018	down	1.5424394901378014e-6	2.3770043560723982e-5	ENSG00000133055	MYBPH
6.355310314440221	-6.079564695429175	1.5374020534460646	down	7.671401121199596e-5	6.843740360575502e-4	ENSG00000163083	INHBB
6.679714516654664	-6.151223681974993	1.5270824835612922	down	5.623213205501452e-5	5.24582476071752e-4	ENSG00000082497	SERTAD4
5.119617990235565	5.8553775321756065	1.6161553765781507	up	2.911733477648741e-4	0.00215241923506755	ENSG00000157542	KCNJ6
5.318215889611832	5.909402939977203	1.58224220417665	up	1.8784331146727258e-4	0.001493451268620794	ENSG00000186847	KRT14
8.293621584533318	-6.463083951642795	1.4409399604928916	down	7.2802896967624324e-6	8.972233311120476e-5	ENSG00000100078	PLA2G3
